national_id,full_name,dob,nationality,is_blacklisted,past_default,credit_history_years,interest_rate
73241542886,Mac Nhu Quy,4/15/1962,Vietnam,0,0,2,18%
48982299692,Dinh Thi Nam,2/3/1964,Vietnam,0,0,15,18%
22824641252,Pham Gia Thao,4/21/1972,Vietnam,0,0,2,18%
21249287625,Do Gia Thinh,2/23/2006,Vietnam,1,0,1,18%
39136995795,Truong Bao Giang,4/27/1982,Vietnam,1,0,9,18%
61554839120,Hoang Van My,10/24/1986,Vietnam,0,0,0,18%
22802877091,Vo Thi Trang,3/7/1991,Vietnam,0,0,0,18%
19980212846,Hoang Tuan Quy,2/13/1997,Vietnam,1,0,9,18%
60255516017,To Dinh Nhan,7/22/1968,Vietnam,1,0,14,18%
62429740333,Dinh Manh Tai,10/2/1990,Vietnam,1,1,2,18%
85774779316,Lam Thuy Khoa,2/10/1969,Vietnam,0,0,0,18%
71154631133,Dinh Tuan Tu,6/2/1961,Vietnam,1,0,27,18%
29188358395,Dang Huy Huong,9/15/1990,Vietnam,1,1,11,18%
42369870185,To My Phong,7/15/1973,Vietnam,0,0,0,18%
23038122819,Ho Gia Trang,3/26/1963,Vietnam,0,0,8,18%
24560225189,Nguyen Dinh Binh,12/11/1999,Vietnam,0,0,0,18%
39944681237,Le Quoc Linh,4/29/1971,Vietnam,1,0,8,18%
99109973042,Bui Hoang Loc,9/28/1994,Vietnam,1,1,2,18%
41796608438,Lam Tien Tai,2/22/1948,Vietnam,0,0,4,18%
10142196281,Bui My Loc,10/8/1991,Vietnam,1,1,6,18%
97856606924,Ngo Anh Linh,10/2/1980,Vietnam,1,0,23,18%
41789166929,Pham Tien Ha,12/29/1992,Vietnam,1,0,1,18%
12558387075,Vo Thuy My,1/9/1963,Vietnam,1,1,20,18%
80274373775,Truong Diem Trang,4/3/1989,Vietnam,1,1,10,18%
45918457853,Bui Diem Loc,10/26/2001,Vietnam,0,0,2,18%
67798203453,Kieu Thuy Binh,5/4/1961,Vietnam,0,0,0,18%
11591664818,Dang Phuc Loc,4/3/2007,Vietnam,0,0,0,18%
20651317050,To Tuan Linh,10/20/1980,Vietnam,1,0,1,18%
52850672757,Le Thu Toan,8/24/1970,Vietnam,0,0,0,18%
15715845055,Ngo Minh Khang,8/5/1975,Vietnam,0,0,0,18%
51339528879,Ly Huu Loc,12/1/1968,Vietnam,1,1,6,18%
40167838616,Ly Thi Toan,1/4/2000,Vietnam,1,1,5,18%
78871503743,Huynh Diem Nam,10/29/1972,Vietnam,0,0,0,18%
46573303412,Chau Anh Giang,11/9/1990,Vietnam,1,1,8,18%
76181123895,Ly My Ha,10/15/1973,Vietnam,0,0,0,18%
74129417506,Ho Huu Giang,2/1/1986,Vietnam,1,1,17,18%
30129462854,Huynh Minh Khoa,11/22/1998,Vietnam,0,0,0,18%
55636011372,Dinh My Khoa,8/29/1995,Vietnam,1,1,1,18%
78574598562,Doan Thi Hoa,11/25/1974,Vietnam,1,1,20,18%
70051639833,Le Minh Mai,12/14/1965,Vietnam,0,0,0,18%
27955395737,Pham Tuyet Nam,11/4/2002,Vietnam,1,0,1,18%
32036037679,Ho Hoang Cuong,2/16/1965,Vietnam,1,1,20,18%
90333354640,Ho Huy Diep,10/31/1988,Vietnam,1,1,5,18%
65494403811,Le Quang Tai,8/18/1970,Vietnam,1,1,4,18%
66800776216,Hoang Ngoc Nhan,11/8/1935,Vietnam,1,1,5,18%
90139660510,Trinh Manh Linh,9/8/1934,Vietnam,0,0,0,18%
93384100940,Pham Gia Son,9/15/1976,Vietnam,1,1,11,18%
21782513412,Tran Minh Thinh,12/15/2007,Vietnam,0,0,0,18%
64309545094,Doan Tien Son,11/3/1984,Vietnam,1,1,15,18%
40870506743,Mai Huu Thang,2/6/1996,Vietnam,1,1,1,18%
26643929856,Huynh Thi Trang,3/16/1979,Vietnam,1,1,4,18%
72279778535,Huynh Van Yen,7/8/1965,Vietnam,1,0,7,18%
30781192949,Ly Tuan Ha,6/16/2007,Vietnam,1,1,1,18%
75704986667,Duong Anh Lan,12/11/1964,Vietnam,1,0,9,18%
22411924113,To Gia Tu,7/10/1962,Vietnam,1,1,9,18%
91286345086,Trinh Tien Nhat,6/23/1987,Vietnam,1,1,9,18%
11379448970,Dang Tuyet Son,1/29/2004,Vietnam,0,0,0,18%
33959211816,Truong My Nhan,3/24/1987,Vietnam,1,1,5,18%
96197273673,Chau Thu Mai,6/11/1986,Vietnam,0,0,6,18%
30664642760,Ho My Nhan,3/9/1965,Vietnam,0,0,0,18%
89367745859,To Thuy Toan,1/13/2002,Vietnam,1,1,2,18%
81737257240,Le Gia Nhan,7/6/1986,Vietnam,1,1,3,18%
60492225190,Nguyen Huu Son,11/16/1974,Vietnam,1,1,4,18%
50757670760,Chau Phuong Cuong,11/28/2008,Vietnam,1,1,1,18%
41678358735,Kieu Diem Loc,7/5/1990,Vietnam,1,0,6,18%
57250536746,Mac Manh Nam,9/9/2004,Vietnam,0,0,0,18%
33539176436,Ly Van Diep,9/12/1962,Vietnam,0,0,0,18%
79692100228,Vu Tien Thao,8/23/2008,Vietnam,1,0,1,18%
92099860736,To Tuan Khang,4/12/1968,Vietnam,0,0,8,18%
66230614271,Hoang Thu Dung,3/27/1976,Vietnam,0,0,3,18%
11650972477,Ho My My,4/19/1970,Vietnam,1,0,6,18%
61936174068,Tran Ngoc Ha,4/26/1966,Vietnam,1,1,16,18%
48280036264,Mai Minh Phong,3/11/1992,Vietnam,1,1,14,18%
59403757951,Hoang Gia Tai,12/12/1986,Vietnam,0,0,0,18%
36469143737,Bui Minh Anh,6/9/1995,Vietnam,0,0,0,18%
47069553728,Bui Anh Thinh,11/17/1949,Vietnam,0,0,0,18%
40785447040,Dinh Bao Dat,6/24/1963,Vietnam,0,0,1,18%
40899114362,Le Gia Cuong,2/17/1973,Vietnam,0,0,3,18%
85649817666,Trinh Gia Phong,9/7/1998,Vietnam,1,1,1,18%
15985783964,Ngo My Ha,10/21/1971,Vietnam,1,1,2,18%
29707757772,Ngo Tuyet Tai,7/25/1952,Vietnam,1,1,6,18%
47885537933,Dinh Duc Binh,12/30/1950,Vietnam,1,0,17,18%
87601916772,Truong Diem Trung,2/7/2004,Vietnam,1,1,2,18%
11170185122,Huynh Diem Thinh,10/17/2006,Vietnam,1,1,1,18%
65320617885,Ngo Phuong Diep,9/10/1941,Vietnam,1,1,1,18%
50204929048,Mac Thi Anh,6/1/1981,Vietnam,0,0,0,18%
58864705219,Dinh Nhu Phuc,4/25/1983,Vietnam,1,0,1,18%
72147953432,Truong Thu Nam,12/6/1999,Vietnam,1,1,2,18%
86907958295,Vo Manh Huong,11/25/1970,Vietnam,0,0,0,18%
10635665537,Hoang Tien Quy,10/27/1972,Vietnam,1,1,11,18%
60248029053,Truong Quang Lan,1/24/1962,Vietnam,1,0,9,18%
71490707506,Ly Thu Loc,6/17/2000,Vietnam,1,1,4,18%
83386912680,Mai Minh Khoa,4/9/1930,Vietnam,0,0,2,18%
58088872467,Mai Thuy Cuong,10/14/1964,Vietnam,1,1,5,18%
90301159690,Dang Nhu Anh,3/3/1933,Vietnam,0,0,0,18%
94773216919,Vo Thu Nhan,6/15/1975,Vietnam,0,0,0,18%
29359077139,Vu My Dat,2/27/2008,Vietnam,0,0,1,18%
42733862426,Dinh Gia Tai,11/1/1945,Vietnam,1,0,1,18%
65631615453,Phan Huy Khoa,2/14/1963,Vietnam,0,0,19,18%
42684305550,Dinh Duc Yen,9/15/1993,Vietnam,0,0,0,18%
15840475741,Nguyen Minh Yen,3/13/1930,Vietnam,0,0,15,18%
69711737050,Vo Anh My,8/11/1978,Vietnam,1,1,15,18%
91835623113,Vo Tien Nghia,11/24/1973,Vietnam,0,0,0,18%
63912624359,Lam Phuc Mai,6/25/2002,Vietnam,0,0,0,18%
17772244466,Ngo Manh Diep,9/28/1990,Vietnam,1,1,6,18%
95898493334,Le Thu My,7/15/2002,Vietnam,1,0,1,18%
83705518079,Dang Huy My,1/4/1983,Vietnam,1,1,4,18%
67761725413,Mac Nhu Trung,11/16/1932,Vietnam,1,1,2,18%
76330950458,Nguyen Hoang Tu,12/23/1997,Vietnam,0,0,2,18%
88788292137,Lam Xuan Quy,6/14/1951,Vietnam,0,0,13,18%
47267166192,Duong Minh Quy,6/29/1964,Vietnam,1,0,5,18%
34461410817,Ngo Duc Kien,10/26/1963,Vietnam,1,0,14,18%
85691922655,To Diem Ha,3/30/1986,Vietnam,1,0,2,18%
68439913464,Dao Manh Cuong,8/2/1974,Vietnam,0,0,7,18%
62059921928,Truong Phuong Mai,11/20/1964,Vietnam,1,1,1,18%
63164629910,Mac Tuyet Giang,7/26/1991,Vietnam,0,0,0,18%
57193614985,Mai Manh Ha,1/13/1981,Vietnam,1,1,3,18%
37768225786,Truong Quoc Yen,3/17/1980,Vietnam,1,0,8,18%
73090271142,Ho My Mai,11/13/1972,Vietnam,0,0,0,18%
58666246134,Huynh Thi Nhan,7/7/1946,Vietnam,1,0,24,18%
53400023227,Hoang Ngoc Loc,10/26/1961,Vietnam,1,0,13,18%
48885510771,Trinh Hoang Son,10/17/1970,Vietnam,1,1,1,18%
89922892453,Nguyen Van Vy,2/22/2007,Vietnam,0,0,0,18%
90677084506,Chau Van Trung,8/1/1998,Vietnam,1,1,1,18%
53547043303,Phan Duc Nhat,1/25/1976,Vietnam,1,0,3,18%
68387475053,Mac Manh Anh,3/19/1995,Vietnam,1,0,1,18%
21936857427,Vo Duc Linh,10/27/1988,Vietnam,1,0,6,18%
99366249728,Ho Thuy Vy,12/10/1999,Vietnam,0,0,1,18%
30385866269,Ngo Huu Trung,7/1/1975,Vietnam,1,0,20,18%
72466535507,Pham Tuyet Yen,12/2/1976,Vietnam,1,1,3,18%
72464717798,Ly Thi Linh,10/1/1980,Vietnam,1,0,13,18%
57561330129,Doan Duc Nam,5/11/2001,Vietnam,0,0,0,18%
70294942195,Dinh Quoc Giang,4/9/1955,Vietnam,0,0,16,18%
49494039435,Hoang Duc Yen,7/10/1998,Vietnam,0,0,2,18%
68864038886,Doan Diem Linh,8/16/2005,Vietnam,1,1,1,18%
97550647392,Phan Tuyet Cuong,9/3/1994,Vietnam,0,0,0,18%
49355134725,Nguyen Quang Hieu,2/21/1998,Vietnam,1,1,2,18%
88487919606,Ngo Dinh Cuong,9/16/2003,Vietnam,1,0,1,18%
20190180120,Tran Huy Dung,3/22/1985,Vietnam,1,0,9,18%
15048264611,Vu Dinh Khang,12/10/2000,Vietnam,0,0,0,18%
39937575630,Nguyen Thanh Dat,8/14/1981,Vietnam,1,0,3,18%
25727304281,Ngo Huu Quy,2/22/1974,Vietnam,1,0,6,18%
88625905440,Pham Duc Trang,1/28/2003,Vietnam,0,0,0,18%
81098112475,Bui Dinh Loc,3/26/1988,Vietnam,0,0,9,18%
90448145792,Do Tien Khang,8/28/1955,Vietnam,0,0,0,18%
88268435691,Phung Tien Toan,12/2/1945,Vietnam,1,0,1,18%
97138221122,Nguyen Huy Phuc,1/6/1965,Vietnam,0,0,9,18%
80019928403,Huynh Diem Loc,2/24/1992,Vietnam,1,0,2,18%
10606018564,Hoang Thuy Phuc,3/18/2004,Vietnam,0,0,1,18%
81029807280,Mac Thi Lan,2/17/2001,Vietnam,1,1,3,18%
52874508044,To Gia Khoa,1/4/1989,Vietnam,0,0,15,18%
57889948277,Dinh Quoc Anh,9/10/1970,Vietnam,1,1,2,18%
20078544168,Vu Quoc Trang,1/6/2002,Vietnam,0,0,3,18%
82089984406,Vu Van Vy,3/20/1999,Vietnam,1,0,2,18%
78263385821,Vu Diem My,3/20/1962,Vietnam,1,1,21,18%
16193925354,Kieu Hoang Hoa,8/10/1974,Vietnam,1,1,13,18%
35659995925,Ngo Tuyet Lan,4/17/2006,Vietnam,0,0,0,18%
91312113239,Doan Dinh Nghia,1/5/1983,Vietnam,1,1,5,18%
79507433443,Kieu Manh Thao,9/21/1941,Vietnam,0,0,20,18%
25116393867,Hoang Huu Binh,8/18/1932,Vietnam,1,1,2,18%
82710069594,Kieu Huu Hoa,2/26/1988,Vietnam,1,0,2,18%
75440048415,Phung Phuong Tu,10/27/1973,Vietnam,1,1,7,18%
81342253577,Mac Gia Trang,5/20/1943,Vietnam,0,0,13,18%
70525295821,Doan Thuy Nam,10/13/1971,Vietnam,1,1,1,18%
30880395569,Dang Dinh Phuc,10/27/1967,Vietnam,1,1,18,18%
57044113045,Mai My Thang,5/7/1967,Vietnam,1,1,4,18%
19255491707,Do Hoang Giang,10/11/1980,Vietnam,1,1,20,18%
56783012749,Nguyen Xuan Dung,7/2/1976,Vietnam,1,1,4,18%
57554934391,Nguyen Thu My,11/18/1996,Vietnam,0,0,0,18%
23431064261,Ho Tuyet Nam,12/27/2000,Vietnam,1,1,3,18%
94289222917,Vu Nhu Binh,10/25/2008,Vietnam,1,1,1,18%
19186446771,Doan Thu Thinh,7/22/1962,Vietnam,1,1,5,18%
37685227186,Phung Quang Thang,11/5/1982,Vietnam,0,0,0,18%
23108103992,Hoang Manh Hoa,9/29/2006,Vietnam,1,1,1,18%
48740620654,Kieu Thanh Quy,11/16/1993,Vietnam,1,1,1,18%
34766413546,Phan Huu My,11/1/2007,Vietnam,0,0,1,18%
42024328824,Phung Duc Quy,7/22/1973,Vietnam,0,0,11,18%
30495057020,Vo Van Diep,3/4/2003,Vietnam,0,0,4,18%
70143153056,Do Duc Thang,1/16/1987,Vietnam,0,0,0,18%
14186366588,Duong Ngoc Son,2/25/1982,Vietnam,0,0,11,18%
84659817274,Phan Hoang Loc,2/19/1997,Vietnam,1,1,7,18%
68651287335,Phung Minh Linh,6/3/2004,Vietnam,0,0,0,18%
74811709924,Truong Van Binh,7/18/1930,Vietnam,1,1,1,18%
40383823907,Mai Phuong Hoa,1/13/1942,Vietnam,0,0,0,18%
25245829130,Bui Thu Tu,7/28/1985,Vietnam,1,0,1,18%
64582137738,Vo Tuan Thinh,1/15/1997,Vietnam,1,1,3,18%
79215365134,To Van Khang,11/15/1957,Vietnam,1,0,15,18%
12411030828,Trinh Quang Huong,9/13/1987,Vietnam,1,1,17,18%
45813949408,To Huy Trang,6/19/1962,Vietnam,1,0,14,18%
18099947995,Mac Bao Quy,8/22/1977,Vietnam,1,1,7,18%
51680167358,Lam My Tu,6/11/1988,Vietnam,1,1,6,18%
61317504976,Tran Anh Ha,10/16/1981,Vietnam,0,0,0,18%
16578631501,Ly Diem Tai,7/9/1944,Vietnam,1,1,22,18%
31484136784,Pham Tuan Huong,5/9/1987,Vietnam,1,1,1,18%
65663590058,Vu Duc Quy,5/6/1971,Vietnam,1,1,30,18%
39973782816,Duong Phuong Trung,1/28/2002,Vietnam,1,1,2,18%
62083700082,Mac Duc Linh,2/17/1996,Vietnam,1,1,2,18%
86592987106,Phan Phuc Lan,9/27/1986,Vietnam,1,0,1,18%
95075566743,Ho Thanh Nhan,3/5/1981,Vietnam,1,0,2,18%
50943116868,Dinh Hoang Cuong,5/30/1963,Vietnam,0,0,18,18%
59895481154,Doan Gia Dat,3/3/1936,Vietnam,1,0,6,18%
17067556043,Truong Hoang Giang,12/25/1974,Vietnam,1,1,18,18%
66833595507,Kieu Tuyet Dat,10/26/1976,Vietnam,1,0,19,18%
36067449971,Dang Dinh Binh,3/4/2003,Vietnam,0,0,2,18%
86115234982,Truong Quoc Dung,7/22/1964,Vietnam,0,0,0,18%
18089059700,Duong Phuong Anh,11/5/1992,Vietnam,0,0,0,18%
13017414425,Bui Tien Quy,4/18/1991,Vietnam,1,1,13,18%
54201286469,To Hoang Kien,12/15/1932,Vietnam,1,0,19,18%
81999051985,Hoang Thi Mai,4/27/1976,Vietnam,1,1,1,18%
41558658669,Truong Phuong Mai,1/18/1976,Vietnam,0,0,0,18%
91353627819,Huynh Tuyet Yen,12/23/1960,Vietnam,1,0,5,18%
34802420334,Hoang Xuan Phong,8/17/1983,Vietnam,0,0,0,18%
46109144483,Mai Xuan Thao,9/21/1998,Vietnam,1,1,1,18%
80195993314,Duong Anh Thao,11/20/2004,Vietnam,0,0,0,18%
53728235550,Dao Huy Tu,9/11/1943,Vietnam,1,1,14,18%
72273284785,Huynh Tuyet Nam,12/9/1986,Vietnam,1,0,12,18%
64214158363,Truong Gia My,11/22/1998,Vietnam,1,1,1,18%
13202299727,Pham Van Huong,7/26/1995,Vietnam,1,1,1,18%
81040526468,Mai Thi Mai,11/15/1965,Vietnam,0,0,0,18%
69907916278,Hoang Diem Huong,8/12/1968,Vietnam,1,0,11,18%
53594017557,Duong My Nhat,2/3/1992,Vietnam,1,1,1,18%
70446207866,Phan Diem My,12/7/2001,Vietnam,0,0,0,18%
35653241941,Ngo Huu Thinh,10/20/1978,Vietnam,1,1,2,18%
66183148109,Nguyen Tuan Kien,10/13/1992,Vietnam,1,0,4,18%
44364708446,Phan Ngoc Yen,12/5/1976,Vietnam,1,1,6,18%
49752716210,Tran Xuan Thao,2/1/1972,Vietnam,0,0,0,18%
28179050756,Ngo Nhu Giang,4/28/2001,Vietnam,0,0,0,18%
44627207301,Huynh Quoc Huong,1/2/1972,Vietnam,1,1,12,18%
77257232628,Vo Van Lan,2/15/1966,Vietnam,0,0,0,18%
33139512932,Tran Thu Hoa,3/29/1970,Vietnam,1,1,5,18%
28026847836,Dang Ngoc Phuc,9/12/1973,Vietnam,1,1,22,18%
61372551448,Tran Thu Linh,2/17/1943,Vietnam,1,0,10,18%
93552172262,Tran Quoc Nghia,1/19/1980,Vietnam,1,0,1,18%
20022307543,Doan Huu My,4/7/1990,Vietnam,0,0,0,18%
62213767467,Le Dinh Lan,7/12/1987,Vietnam,0,0,0,18%
71158668686,Phung Huy Yen,5/2/1960,Vietnam,0,0,2,18%
14714463295,Vo Duc Huong,6/6/1987,Vietnam,0,0,0,18%
39628083220,To Huu Nhat,7/7/1974,Vietnam,1,1,3,18%
53470962164,Hoang Thu Dat,4/1/1979,Vietnam,0,0,0,18%
38432577056,Phan My Kien,12/19/1976,Vietnam,1,1,9,18%
89471598514,Duong Thanh Nghia,4/14/1953,Vietnam,1,1,4,18%
53086976757,To Duc Hoa,8/14/1990,Vietnam,0,0,0,18%
59365182249,To Quoc Hoa,9/22/2008,Vietnam,1,0,1,18%
60942774327,Bui Quoc Thinh,5/8/1995,Vietnam,0,0,8,18%
51208802136,Duong Thanh Anh,10/16/1995,Vietnam,1,1,8,18%
83864376752,Dang Huy Trung,10/28/1991,Vietnam,0,0,0,18%
36706182258,Hoang Nhu Trang,12/21/1969,Vietnam,0,0,6,18%
28104242810,Bui Quoc Trang,4/13/1997,Vietnam,1,1,4,18%
80368379063,Mac Thanh Hoa,10/2/1955,Vietnam,1,1,3,18%
16432596930,Dang Thu Mai,1/9/1986,Vietnam,0,0,0,18%
14239394664,Pham Tien Trung,3/25/1973,Vietnam,0,0,0,18%
51471933335,To Huy Hieu,3/4/1986,Vietnam,0,0,0,18%
89909299030,Kieu Thanh Khoa,9/5/1989,Vietnam,1,0,3,18%
67636253857,Phan Diem Phong,11/7/2001,Vietnam,1,0,3,18%
77700173725,Ly Minh Khang,3/12/1993,Vietnam,1,0,4,18%
57804057326,Tran Minh Nhat,11/18/2001,Vietnam,1,0,4,18%
88433996161,Ngo Phuong Khang,8/22/1936,Vietnam,0,0,0,18%
96543528165,Huynh Quoc Anh,12/14/2001,Vietnam,0,0,0,18%
84378178111,Bui Tien Nghia,8/20/1954,Vietnam,0,0,0,18%
75444364938,Lam Diem Binh,11/4/1955,Vietnam,0,0,5,18%
35529124303,Dinh Van Thinh,6/24/1964,Vietnam,0,0,10,18%
12812041469,Do Van Thinh,3/2/1999,Vietnam,0,0,6,18%
91518776634,Chau Huy Thang,9/22/1998,Vietnam,1,1,3,18%
63658279656,Vu Huu Thao,5/28/1994,Vietnam,0,0,0,18%
19317206177,Huynh Tuan Nhan,6/22/2002,Vietnam,0,0,3,18%
25531541464,Le Huu Giang,10/27/1989,Vietnam,0,0,0,18%
70015280471,Le Huu Cuong,7/5/2007,Vietnam,0,0,0,18%
99016136547,Doan Xuan Giang,1/12/1960,Vietnam,1,1,8,18%
44958426638,Phung Dinh Anh,11/28/1999,Vietnam,0,0,2,18%
75119533596,Vu Thanh Trung,9/3/1977,Vietnam,0,0,2,18%
87935111175,Trinh Anh Vy,2/25/1977,Vietnam,1,0,3,18%
82210633699,Chau Van Phong,8/13/1957,Vietnam,1,0,2,18%
81923692519,Dao Dinh Khoa,8/14/1978,Vietnam,1,1,24,18%
41239474983,Do Manh Khoa,1/1/1969,Vietnam,1,1,2,18%
33406128236,Bui My Vy,3/27/2001,Vietnam,1,1,2,18%
35842539026,Dinh Bao Khang,2/10/1931,Vietnam,1,1,2,18%
84187495677,Chau Xuan Trung,8/1/1962,Vietnam,1,0,10,18%
56782887848,Phung Manh Thao,6/13/1990,Vietnam,0,0,0,18%
89805084937,Vu Tien Vy,7/9/1963,Vietnam,1,0,3,18%
69161163064,Truong Tuan Phuc,5/20/1971,Vietnam,0,0,0,18%
86608814854,Tran Xuan Hoa,7/12/1957,Vietnam,1,0,7,18%
50224492266,Ngo Huu Binh,8/31/2005,Vietnam,0,0,0,18%
86843429285,Truong Dinh Quy,4/19/1931,Vietnam,1,0,21,18%
30968276190,Ly Xuan Phuc,8/19/1931,Vietnam,1,0,1,18%
58250406947,Le Thanh Loc,3/18/1966,Vietnam,1,0,10,18%
51824638441,Phung Xuan Phong,7/9/1972,Vietnam,1,1,4,18%
22244208461,Kieu Xuan Binh,6/26/1962,Vietnam,1,1,7,18%
90065177014,Chau Quang Khoa,5/26/2007,Vietnam,1,1,1,18%
94716735742,Kieu Ngoc Loc,2/2/1976,Vietnam,0,0,6,18%
52349665255,Vo Anh Thao,11/16/1962,Vietnam,0,0,0,18%
19652032647,Ngo Dinh Hieu,5/24/1942,Vietnam,0,0,0,18%
99775472498,Dinh Huy Trung,10/28/1944,Vietnam,1,1,8,18%
77713507792,Do Phuc Cuong,11/6/1977,Vietnam,0,0,18,18%
26164577729,Phan Huu Phuc,1/11/1981,Vietnam,1,0,18,18%
62621500260,Nguyen Tuan Toan,9/16/1992,Vietnam,0,0,0,18%
77676708946,Ngo My Binh,11/21/1965,Vietnam,1,1,19,18%
29196011245,Pham Phuc Linh,1/29/1973,Vietnam,1,1,22,18%
18467330945,Do Phuc Nhat,12/22/1964,Vietnam,1,1,6,18%
31268745184,Doan My Dat,1/13/1993,Vietnam,0,0,0,18%
37102289253,Phung Phuong Khoa,7/31/1976,Vietnam,1,1,2,18%
30641798146,Nguyen Dinh Binh,8/12/2008,Vietnam,1,1,1,18%
52358904209,Huynh Hoang Kien,10/27/1964,Vietnam,0,0,7,18%
21497605385,To Minh Vy,3/1/1986,Vietnam,0,0,0,18%
77178738230,Nguyen Thi Kien,2/20/1973,Vietnam,0,0,0,18%
58129322009,Duong Diem Yen,2/20/2003,Vietnam,0,0,0,18%
69728581476,Le Huy Dung,2/2/1977,Vietnam,1,0,1,18%
19229859950,Huynh My My,5/4/1971,Vietnam,0,0,0,18%
23795360189,Trinh Thuy Mai,5/9/1970,Vietnam,0,0,0,18%
32560085145,Bui Tien Trang,3/16/1930,Vietnam,1,0,28,18%
28690443814,Tran Nhu Anh,2/22/1967,Vietnam,0,0,2,18%
43834735364,Huynh Quoc Phong,5/13/1968,Vietnam,1,0,12,18%
58310023448,Vu Duc Thang,1/3/1994,Vietnam,1,0,3,18%
89630106483,Vo Thi Khoa,9/30/1973,Vietnam,0,0,23,18%
96603246631,Mai Thu Ha,1/22/1989,Vietnam,0,0,0,18%
34022744765,To Tuan Linh,4/24/1953,Vietnam,0,0,0,18%
25834018518,Kieu Thi Lan,9/29/1982,Vietnam,1,0,4,18%
10602694957,Ngo Dinh Quy,2/10/2006,Vietnam,0,0,0,18%
82582927171,Nguyen Tuan Kien,7/17/1994,Vietnam,1,1,3,18%
61279340840,Duong Van Dung,6/29/1987,Vietnam,0,0,0,18%
83671779396,Pham Phuc Dung,2/9/1973,Vietnam,0,0,0,18%
92676269386,Nguyen Tien Loc,9/24/1983,Vietnam,1,0,10,18%
48257545454,Huynh Huy Mai,2/17/2003,Vietnam,0,0,0,18%
64904271864,Nguyen Thanh Kien,11/24/1986,Vietnam,0,0,1,18%
43827341762,To Quoc Thao,2/16/2000,Vietnam,1,1,1,18%
96214480000,Vo Manh Tu,2/3/1976,Vietnam,0,0,8,18%
24117277423,Kieu Nhu Anh,6/17/2004,Vietnam,0,0,0,18%
90567815404,Trinh Minh Anh,3/4/1983,Vietnam,1,1,18,18%
48118596365,Dang Xuan My,9/23/1988,Vietnam,1,0,1,18%
69822025732,Hoang Diem My,11/10/1998,Vietnam,1,1,5,18%
92173070439,To Tuyet Dung,9/27/1955,Vietnam,1,1,18,18%
66146159369,Dinh Xuan Nam,6/10/1982,Vietnam,1,0,10,18%
33110459448,Lam Tuan Mai,2/21/1982,Vietnam,1,0,1,18%
97438320443,Kieu Van Binh,12/30/1961,Vietnam,0,0,19,18%
75346904055,Vo Duc Dung,2/9/1968,Vietnam,0,0,0,18%
82912556990,Doan Huu Quy,1/24/1970,Vietnam,0,0,5,18%
29881874730,Dang Ngoc Thao,9/17/1963,Vietnam,0,0,0,18%
12114375681,Mac Duc Nhan,3/28/2004,Vietnam,1,1,3,18%
24194409905,Dinh Tien Dung,4/2/1963,Vietnam,1,0,5,18%
15593659789,Mac Phuong Phong,8/18/1998,Vietnam,1,1,6,18%
14116052706,Le Dinh Khang,1/16/1967,Vietnam,0,0,19,18%
65662479626,Dinh Xuan Hoa,12/5/1969,Vietnam,0,0,10,18%
72932152707,Ly Thuy Khang,8/1/1991,Vietnam,1,1,9,18%
57909494894,Mac Huy Huong,3/27/1982,Vietnam,1,1,1,18%
77180704163,Doan Tien Thinh,5/25/1944,Vietnam,0,0,0,18%
55524584609,Mai Manh Quy,1/24/1975,Vietnam,1,1,8,18%
59691813019,Dang Quoc Trung,3/1/2000,Vietnam,1,1,3,18%
79905137144,Vu Anh Nam,3/8/1966,Vietnam,0,0,6,18%
51621044509,Pham My Nam,1/18/1980,Vietnam,1,1,1,18%
85408755234,Ly Phuc Hieu,8/31/1995,Vietnam,0,0,3,18%
10074976785,Chau Bao Vy,4/14/1951,Vietnam,1,1,1,18%
69154997278,Dang Diem Loc,10/17/1972,Vietnam,0,0,0,18%
71998179657,Phan Nhu Diep,11/25/1953,Vietnam,0,0,0,18%
30695035512,Hoang Tuan Anh,5/30/1998,Vietnam,1,1,2,18%
36744207787,Tran Huu My,8/7/2005,Vietnam,1,1,1,18%
76343740495,Truong Thu Trang,10/15/1962,Vietnam,1,1,12,18%
11679472112,Ho Xuan Phong,5/22/1989,Vietnam,0,0,0,18%
78682176820,Doan Thuy Phong,12/22/1963,Vietnam,0,0,0,18%
57822571523,Hoang My Dat,8/31/1977,Vietnam,0,0,0,18%
90050622022,Dao My Tai,3/23/1968,Vietnam,1,1,6,18%
22459262713,Truong Gia Nhat,1/14/1963,Vietnam,0,0,0,18%
44900206933,Trinh Dinh Hieu,4/15/1967,Vietnam,0,0,0,18%
74888700332,Lam Nhu Tu,9/16/2005,Vietnam,1,0,1,18%
53017289128,Hoang Anh Dung,1/15/1988,Vietnam,1,1,1,18%
99712090178,Bui Ngoc Vy,12/11/1968,Vietnam,1,1,11,18%
66818058602,Hoang Bao Loc,12/3/1968,Vietnam,1,0,11,18%
76161400184,Dinh Thi Quy,12/13/1994,Vietnam,1,0,4,18%
79921174717,Dinh Huu Nam,6/27/1944,Vietnam,0,0,0,18%
57181182046,Le Tuyet Khang,11/25/1963,Vietnam,1,1,15,18%
30055629080,Vu My Ha,10/16/1965,Vietnam,1,1,28,18%
84105549724,Truong Tuyet Dung,5/14/1951,Vietnam,1,1,19,18%
30132450413,Phung Thuy Kien,9/1/1971,Vietnam,1,1,2,18%
